I,XL,XU,XR,F(XR),ERROR
0,6.5,22.0,14.25,-0.2250827823646251,2.6842105263157894
1,14.25,22.0,18.125,0.25734659148160066,0.21379310344827587
2,14.25,18.125,16.1875,0.023369234857770316,0.11969111969111969
3,14.25,16.1875,15.21875,-0.09887836641819137,0.06365503080082136
4,15.21875,16.1875,15.703125,-0.03728312896316055,0.030845771144278607
5,15.703125,16.1875,15.9453125,-0.006841788759178069,0.015188633023027927
6,15.9453125,16.1875,16.06640625,0.008292186205991037,0.007537077558959397
